food_name,query,alternate_query_inbox,kroger_upc,product_grams,product_uri,product_local_price,product_categories,product_sold_by_unit
shredded Monterey jack cheese,shredded Monterey jack cheese,,1111058086.0,907.184,/p/kroger-monterey-jack-shredded-cheese/0001111058086?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
onion rolls,onion rolls,,1111045006.0,283.495,/p/bakery-fresh-onion-rolls/0001111045006?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Bakery,10 oz
boneless pork chops,boneless pork chops,,1111063445.0,907.184,/p/kroger-boneless-pork-loin-chops/0001111063445?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.0,Meat & Seafood,10 ct / 2 lb
Vidalia onion,Vidalia onion,,1111060162.0,1360.776,/p/private-selection-vidalia-sweet-onions/0001111060162?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,"Produce, Produce",3 lb
frozen banana,frozen banana,,1111012577.0,453.592,/p/private-selection-frozen-sliced-bananas/0001111012577?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Frozen,16 oz
ground flaxseed,ground flaxseed,,1111008287.0,453.592,/p/simple-truth-organic-whole-ground-flaxseed-meal/0001111008287?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,"Baking Goods, Natural & Organic",16 oz
unsweetened almond milk,unsweetened almond milk,,2529300149.0,2082.0,/p/silk-unsweetened-almond-milk/0002529300149?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,"Natural & Organic, Dairy",.5 gal
cooked jasmine rice,cooked jasmine rice,,1111001950.0,249.48,/p/kroger-90-second-jasmine-rice-pouch/0001111001950?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,"Pasta, Sauces, Grain",8.8 oz
pineapple jam,pineapple jam,,,,,,,
bone-in chicken thighs,bone-in chicken thighs,,28334750000.0,453.592,/p/heritage-farm-bone-in-skin-on-chicken-thighs/0028334750000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Meat & Seafood,1 lb
whole wheat flour,whole wheat flour,,1111084498.0,2267.96,/p/kroger-traditional-whole-wheat-flour/0001111084498?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Baking Goods,5 lb
yeast,yeast,,1792900020.0,21.26,/p/red-star-all-natural-active-dry-yeast/0001792900020?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,Baking Goods,3 ct / 0.25 oz
pepperoni,pepperoni,,1111099380.0,170.097,/p/kroger-sliced-pepperoni/0001111099380?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Meat & Seafood,6 oz
sliced black olives,sliced black olives,,70581472836.0,184.27,/p/early-california-sliced-ripe-black-olives/0070581472836?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,"Natural & Organic, Canned & Packaged",6.5 oz
canned mushrooms,canned mushrooms,,1111012712.0,226.796,/p/kroger-canned-mushrooms/0001111012712?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,Canned & Packaged,8 oz
melted butter,melted butter,,,,,,,
pecan pieces,pecan pieces,,1111010703.0,453.592,/p/kroger-pecan-pieces/0001111010703?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,13.99,Baking Goods,16 oz
ground turkey,ground turkey,,1111096875.0,453.592,/p/kroger-85-lean-15-fat-ground-turkey/0001111096875?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,"Meat & Seafood, Natural & Organic",1 lb
dry macaroni,dry macaroni,,1111085021.0,453.592,/p/kroger-elbow-macaroni/0001111085021?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.33,"Pasta, Sauces, Grain",16 oz
unsweetened apple sauce,unsweetened apple sauce,,2870011166.0,1340.93,/p/tree-top-no-sugar-added-apple-sauce/0002870011166?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,Snacks,47.3 oz
crushed pineapple,crushed pineapple,,1111083129.0,566.99,/p/kroger-canned-crushed-pineapple-in-pineapple-juice/0001111083129?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,Canned & Packaged,20 oz
shredded coconut,shredded coconut,,1111013796.0,396.893,/p/kroger-sweetened-coconut-flakes/0001111013796?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.59,Natural & Organic,14 oz
ground turmeric,ground turmeric,,1111068337.0,42.52425,/p/kroger-ground-turmeric/0001111068337?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Baking Goods,1.5 oz
old-fashioned oats,old-fashioned oats,,1111076655.0,1190.679,/p/kroger-old-fashioned-oats/0001111076655?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.39,Breakfast,42 oz
boneless beef rump roast,boneless beef rump roast,,28227900000.0,453.592,/p/beef-choice-bottom-round-roast-1-roast-/0028227900000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.49,"Meat & Seafood, Natural & Organic",1 lb
long-grain white rice,long-grain white rice,,1111089875.0,907.184,/p/kroger-enriched-long-grain-white-rice/0001111089875?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.89,"Pasta, Sauces, Grain",32 oz
jalapeños,jalapeños,,4693.0,453.592,/p/fresh-jalapeno-peppers/0000000004693?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,"Produce, International",1 lb
fresh lime juice,fresh lime juice,,,,,,,
grated fresh ginger,grated fresh ginger,,,,,,,
linguine,linguine,,1111008991.0,453.592,/p/private-selection-italian-linguine/0001111008991?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",16 oz
baby spinach,baby spinach,,1111091151.0,453.592,/p/simple-truth-organic-baby-spinach-big-deal-/0001111091151?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Produce, Produce",16 oz
flour,flour,,1111085403.0,4535.92,/p/kroger-bleached-all-purpose-enriched-flour/0001111085403?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,10 lb
chopped green chiles,chopped green chiles,,7800458291.0,793.786,/p/bueno-mild-chopped-green-chile/0007800458291?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,"Frozen, International, International",28 oz
hominy,hominy,,1111080986.0,439.42,/p/kroger-golden-hominy/0001111080986?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,Canned & Packaged,15.5 oz
shredded pork,shredded pork,,7892933587.0,453.592,/p/lloyd-s-original-bbq-sauce-seasoned-shredded-pork/0007892933587?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.29,Meat & Seafood,16 oz
fresh lime,fresh lime,,4048.0,67.0,/p/fresh-limes/0000000004048?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.6,Produce,1 ct
mushrooms,mushrooms,,4085.0,453.592,/p/white-mushrooms/0000000004085?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Produce,1 lb
almond extract,almond extract,,1111010162.0,56.18965,/p/private-selection-pure-almond-extract/0001111010162?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.69,Baking Goods,2 fl oz
ground nutmeg,ground nutmeg,,1111001055.0,52.4466,/p/kroger-ground-nutmeg/0001111001055?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,1.85 oz
ricotta cheese,ricotta cheese,,1111048987.0,850.485,/p/kroger-whole-milk-ricotta-cheese/0001111048987?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Dairy,30 oz
raspberry jam,raspberry jam,,1111012377.0,510.291,/p/kroger-raspberry-jam-seedless/0001111012377?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Condiment & Sauces,18 oz
English muffins,English muffins,,1111002510.0,340.194,/p/kroger-english-muffins-original/0001111002510?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,Breakfast,6 ct / 12 oz
ham slices,ham slices,,26387250000.0,453.592,/p/kentucky-legend-quarter-sliced-ham-limit-1-at-sale-price/0026387250000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Meat & Seafood,1 lb
ginger powder,ginger powder,,,,,,,
banana pepper rings,banana pepper rings,,1111009092.0,473.0,/p/kroger-mild-banana-pepper-rings/0001111009092?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Produce,16 fl oz
farro,farro,,1111086720.0,453.592,/p/kroger-low-fat-farro/0001111086720?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,"Pasta, Sauces, Grain",16 oz
English cucumber,English cucumber,,4593.0,325.0,/p/english-cucumber/0000000004593?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.5,Produce,1 ct
chunk light tuna,chunk light tuna,,1111089084.0,141.7475,/p/kroger-wild-caught-chunk-light-tuna-in-water/0001111089084?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,5 oz
uncooked rice,uncooked rice,,,,,,,
butter beans,butter beans,,7227313410.0,255.0,/p/kuner-s-butter-beans/0007227313410?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,Canned & Packaged,15 oz
dry red lentils,dry red lentils,,,,,,,
corn cobs,corn cobs,,1111018183.0,892.0,/p/fresh-sweet-corn-on-the-cob-4-count/0001111018183?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Produce, Produce, Produce",4 ct
pita bread,pita bread,,7312400106.0,340.194,/p/toufayan-classic-white-pita-loaves-6-count/0007312400106?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Bakery,12 oz
Italian dressing,Italian dressing,,1111009903.0,1171.17,/p/kroger-zesty-italian-salad-dressing-marinade/0001111009903?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,"Condiment & Sauces, Condiment & Sauces",36 fl oz
mozzarella cheese,mozzarella cheese,,1111059669.0,907.184,/p/kroger-mozzarella-shredded-cheese/0001111059669?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
basil pesto,basil pesto,,1111089609.0,283.495,/p/private-selection-basil-pesto/0001111089609?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Pasta, Sauces, Grain",10 oz
mozzarella string cheese,mozzarella string cheese,,1111012939.0,1360.776,/p/kroger-mozzarella-string-cheese/0001111012939?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,Dairy,48 ct / 1 oz each
angel hair pasta,angel hair pasta,,1111012846.0,907.184,/p/kroger-angel-hair-pasta/0001111012846?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",32 oz
jumbo pasta shells,jumbo pasta shells,,1111010663.0,453.592,/p/private-selection-italian-jumbo-shells/0001111010663?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.39,"Pasta, Sauces, Grain",16 oz
coarse salt,coarse salt,,1111082526.0,1360.776,/p/kroger-coarse-kosher-salt/0001111082526?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Baking Goods,48 oz
sazon seasoning,sazon seasoning,,4133103782.0,39.97,/p/sazon-goya-coriander-and-annatto-seasoning/0004133103782?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,"International, International",1.41 oz
canola oil,canola oil,,1111085637.0,3482.5772,/p/kroger-pure-canola-oil/0001111085637?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,Baking Goods,1 gal
unsalted peanuts,unsalted peanuts,,1111081938.0,453.592,/p/kroger-unsalted-dry-roasted-peanuts/0001111081938?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.59,Snacks,16 oz
Nashville Hot Seasoning,Nashville Hot Seasoning,,1111002617.0,218.29,/p/kroger-nashville-hot-chicken-style-seasoning/0001111002617?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.99,Baking Goods,7.7 oz
salt & vinegar potato chips,salt & vinegar potato chips,,1111008651.0,219.71,/p/kroger-salt-vinegar-potato-chips/0001111008651?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Snacks,7.75 oz
dark brown sugar,dark brown sugar,,1111083563.0,907.184,/p/kroger-dark-brown-sugar/0001111083563?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.59,Baking Goods,32 oz
sweetened condensed milk,sweetened condensed milk,,1111088310.0,396.893,/p/kroger-sweetened-condensed-milk/0001111088310?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Baking Goods,14 oz
mint extract,mint extract,,1111010172.0,29.5735,/p/private-selection-pure-peppermint-extract/0001111010172?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.29,Baking Goods,1 fl oz
chocolate syrup,chocolate syrup,,1111013532.0,1360.776,/p/kroger-chocolate-syrup/0001111013532?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,48 oz
old fashioned rolled oats,old fashioned rolled oats,,3997803375.0,907.184,/p/bob-s-red-mill-gluten-free-old-fashioned-rolled-oats/0003997803375?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Breakfast,32 oz
unsweetened shredded coconut,unsweetened shredded coconut,,1111013793.0,226.796,/p/simple-truth-organic-unsweetened-coconut-flakes/0001111013793?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Natural & Organic,8 oz
banana chips,banana chips,,1111008350.0,226.796,/p/kroger-organic-banana-chips/0001111008350?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.79,"Produce, Natural & Organic, Natural & Organic, Snacks",8 oz
unsweetened applesauce,unsweetened applesauce,,1111078671.0,1304.077,/p/kroger-unsweetened-applesauce/0001111078671?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Snacks,46 oz
plums,plums,,1111018175.0,907.184,/p/kroger-fresh-plums-in-2-lb-bag/0001111018175?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Produce, Produce",2 lb
chicken thighs boneless skinless,chicken thighs boneless skinless,,25313650000.0,453.592,/p/heritage-farm-boneless-skinless-chicken-thighs/0025313650000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Meat & Seafood,1 lb
manzanilla olives,manzanilla olives,,1111011597.0,595.3395,/p/kroger-pimiento-stuffed-green-manzanilla-olives/0001111011597?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Canned & Packaged,21 oz
chicken stock,chicken stock,,1111004971.0,946.353,/p/kroger-fat-free-chicken-stock/0001111004971?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,"Canned & Packaged, Canned & Packaged",32 oz
pork sausage,pork sausage,,7790011553.0,453.592,/p/jimmy-dean-premium-pork-regular-breakfast-sausage-roll/0007790011553?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Meat & Seafood,16 oz
frozen sweet cherries,frozen sweet cherries,,1111008222.0,453.592,/p/private-selection-frozen-dark-sweet-cherries/0001111008222?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Frozen,16 oz
wonton wrappers,wonton wrappers,,1115223004.0,340.194,/p/dynasty-won-ton-wrappers/0001115223004?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Frozen,12 oz
non-stick cooking spray,non-stick cooking spray,,1111012242.0,337.14,/p/kroger-non-stick-vegetable-oil-cooking-spray-twin-pack/0001111012242?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,2 ct / 6 oz
grated ginger,grated ginger,,,,,,,
gyoza wrappers,gyoza wrappers,,1115223001.0,283.495,/p/dynasty-gyoza-potsticker-wrappers/0001115223001?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Frozen,10 oz
seasoning blend,seasoning blend,,2460001058.0,212.62125,/p/morton-nature-s-seasons-seasoning-blend/0002460001058?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.69,Baking Goods,7.5 oz
dry red beans,dry red beans,,1111089622.0,453.592,/p/kroger-small-red-beans/0001111089622?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",16 oz
thin cut pork chops,thin cut pork chops,,20324250000.0,453.592,/p/thin-cut-bone-in-pork-loin-center-cut-chop/0020324250000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,"Meat & Seafood, Natural & Organic",1 lb
apricot preserves,apricot preserves,,1111012345.0,368.5435,/p/private-selection-apricot-preserves/0001111012345?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Condiment & Sauces,13 oz
dijon mustard,dijon mustard,,1111081088.0,340.194,/p/kroger-dijon-mustard/0001111081088?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,Condiment & Sauces,12 oz
adobo,adobo,,4133103828.0,226.796,/p/goya-adobo-all-purpose-seasoning/0004133103828?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"International, Baking Goods, International",8 oz
pimiento stuffed spanish olives,pimiento stuffed spanish olives,,7321400108.0,283.495,/p/mezzetta-super-colossal-pimiento-stuffed-spanish-queen-olives/0007321400108?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.79,Canned & Packaged,10 oz
vienna sausages,vienna sausages,,1111086726.0,130.4077,/p/kroger-original-vienna-sausages/0001111086726?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,4.6 oz
swiss chard,swiss chard,,94586.0,340.0,/p/organic-green-chard/0000000094586?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"Natural & Organic, Produce",each
frozen green peas,frozen green peas,,1111012835.0,1700.97,/p/kroger-frozen-green-peas/0001111012835?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Frozen,60 oz
raisins,raisins,,1111091447.0,566.99,/p/kroger-seedless-raisins/0001111091447?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Snacks,20 oz
salad greens,salad greens,,1111091042.0,226.796,/p/kroger-field-greens-salad-mix-bag/0001111091042?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,Produce,8 oz
banana peppers,banana peppers,,4678.0,453.592,/p/fresh-yellow-banana-peppers/0000000004678?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Produce,1 lb
provolone,provolone,,22620100000.0,453.592,/p/private-selection-provolone-cheese-fresh-sliced-deli-cheese/0022620100000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,11.99,Deli,1 lb
extra virgin olive oil,extra virgin olive oil,,1111004392.0,2747.41,/p/kroger-extra-virgin-olive-oil/0001111004392?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,38.99,Baking Goods,101 fl oz
apple cider,apple cider,,1111048621.0,3785.41,/p/kroger-sweet-delicious-apple-cider/0001111048621?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Beverages, Produce",1 gal
sparkling wine,sparkling wine,,3329300573.0,750.0,/p/freixenet-extra-dry-sparkling-italy-wine/0003329300573?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,22.99,"Adult Beverage, Adult Beverage, Adult Beverage",750 ml
fresh rosemary,fresh rosemary,,1111001886.0,14.17475,/p/simple-truth-organic-rosemary/0001111001886?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"Natural & Organic, Produce",0.5 oz
walnut halves,walnut halves,,1111010684.0,907.184,/p/kroger-walnut-halves-pieces/0001111010684?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,16.99,Snacks,32 oz
quinoa,quinoa,,1111086099.0,453.592,/p/kroger-quinoa/0001111086099?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,"Pasta, Sauces, Grain",16 oz
apple,apple,,4134.0,453.592,/p/large-gala-apple-each/0000000004134?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.39,"Produce, Produce",1 lb
walnuts,walnuts,,1111010684.0,907.184,/p/kroger-walnut-halves-pieces/0001111010684?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,16.99,Snacks,32 oz
